Category,Sheet,MedicationName,Question,CorrectAnswer,Option_1,Option_2,Option_3,Option_4,Option_5
Comprimés,Comprimés,Neopred,"Le médicament ""Neopred"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,Fer (multivitamines),Pour réduire l'inflammation,"Lourdeur et pesanteur des jambes, sensation de chaleur des jambes, mauvaise circulation (Atténue les imperfections disgracieuses des petits vaisseaux apparents)","Infections staphylococciques : peau, plaies, poumons (fibrose kystique, pneumonie).","Large spectre, sinus, poumons, peau"
Comprimés,Comprimés,OraPred,"Le médicament ""OraPred"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,Traitement de certaines maladies auto-immunes et de certains cancers.,Pour aider à réduire les saignements,Pour faciliter la digestion et réduire les nausées,Pour réduire l'inflammation,"Symptômes grippaux (fièvre, congestion, douleurs)."
Comprimés,Comprimés,Predni 20 Cooper,"Le médicament ""Predni 20 Cooper"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,Pour réduire l'inflammation,Pour traiter certaines maladies du sang,Traumatologie benigne en l'absence de plaies,Douleurs intenses (post-opératoires),"Mycoses de la peau et des ongles, pied d’athlète, teigne, infections fongiques."
Comprimés,Comprimés,S-cort,"Le médicament ""S-cort"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,Pour traiter l'infection par le VIH,"Pommade antiseptique, appoint des affections de la peau, infectées ou risquant de s'infecter.",Pour réduire l'inflammation,Pour renforcer les os et les dents,"Anti-inflamatoire, antalgique - application locale (Ibuprofène)"
Comprimés,Comprimés,Siprozone,"Le médicament ""Siprozone"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,"Équilibre de la flore intestinale (après antibiotiques, diarrhée).",Pour soutenir le métabolisme du glucose et le système nerveux,Pour améliorer la circulation veineuse,Spasmes digestifs ou gynécologiques,Pour réduire l'inflammation
Comprimés,Comprimés,Solupred,"Le médicament ""Solupred"", composé de ""Prednisolone"", est indiqué pour?",Pour réduire l'inflammation,"Douleurs abdominales (spasmes, syndrome du côlon irritable).",Pour réduire l'inflammation,Pour réduire l'inflammation et apaiser les irritations,Rhume: Eucalyptus + Cu | Allergies: Calcium + Mn,Pour améliorer la digestion et réduire les ballonnements
Comprimés,Comprimés,Cortancyl,"Le médicament ""Cortancyl"", composé de ""Prednisone"", est indiqué pour?",Pour réduire l'inflammation,Renforce les os (Compliment alimentaire),Gorge (Compliment Alimentaire),Soutien digestif général.,Pour réduire l'inflammation,Pour traiter les vertiges
Comprimés,Comprimés,Isone,"Le médicament ""Isone"", composé de ""Prednisone"", est indiqué pour?",Pour réduire l'inflammation,Diverses affections cutanées et des démangeaisons.,Appétit,Pour réduire l'inflammation,Pour aider à traiter l'asthme,"Douleurs légères, fièvre, ou prévention des caillots sanguins (sur avis médical uniquement) (éviter chez les enfants et en cas de grippe)."
Comprimés,Comprimés,Gynocaps,"Le médicament ""Gynocaps"", composé de ""Probiotique"", est indiqué pour?",Régénère le Microbiote Vaginal,Régénère le Microbiote Vaginal,"Douleurs et gonflements (entorses, foulures)","Antifongique: Candidoses, Dermatophyties, Intertrigos.",Gorge (Compliment Alimentaire),"Anti-inflamatoire, antalgique - application locale (Ibuprofène)"
Comprimés,Comprimés,i3.1,"Le médicament ""i3.1"", composé de ""Probiotique"", est indiqué pour?",Pour favoriser une bonne digestion et l'équilibre intestinal,Pour traiter une hypothyroïdie (thyroïde sous-active),"Rhume (fièvre, écoulement nasal, fatigue).",Pour favoriser une bonne digestion et l'équilibre intestinal,Pour traiter les symptômes d'une vessie hyperactive,Traitement des carences en fer et de l'anémie.
Comprimés,Comprimés,Léventerol,"Le médicament ""Léventerol"", composé de ""Probiotique"", est indiqué pour?",Pour favoriser une bonne digestion et l'équilibre intestinal,Pour favoriser une bonne digestion et l'équilibre intestinal,Renforcement osseux ou carence en calcium/vitamine D.,Élimination de l'excès de liquide (réduction des œdèmes et de la rétention d'eau).,Douleurs et inflammations (luxations),Infections fongiques de la peau.
Comprimés,Comprimés,Probiotis,"Le médicament ""Probiotis"", composé de ""Probiotique"", est indiqué pour?",Pour favoriser une bonne digestion et l'équilibre intestinal,"Rétablir la flore intestinale (ex. après antibiotiques, diarrhée, ballonnements).","Crème pour la cicatrisation des plaies, les brûlures, les blessures superficielles et les piqûres d'insectes.",Gorge,"Douleurs et inflammations (entorses, douleurs dentaires)",Pour favoriser une bonne digestion et l'équilibre intestinal
Comprimés,Comprimés,Ultra-levure,"Le médicament ""Ultra-levure"", composé de ""Probiotique"", est indiqué pour?",Pour favoriser une bonne digestion et l'équilibre intestinal,Traitement de la douleur et de l'inflammation.,"Infections fongiques de la peau et des ongles, qu'elles soient infectées ou non par des bactéries.",Soins préventifs des mamelons pendant la grossesse et l'allaitement,Pour favoriser une bonne digestion et l'équilibre intestinal,"Pour améliorer la circulation dans les jambes (varices, jambes lourdes)"
Comprimés,Comprimés,Gestel,"Le médicament ""Gestel"", composé de ""Progestérone"", est indiqué pour?",Pour réguler le cycle menstruel,"Plaie, abcès, furoncles, anthrox.",Reparatrice (Cicatrices),"Traitement d'infections bactériennes, notamment la syphilis.",Pour réguler le cycle menstruel,Pour réduire l'activité du système immunitaire dans certaines maladies
Comprimés,Comprimés,Projeva,"Le médicament ""Projeva"", composé de ""Progestérone"", est indiqué pour?",Pour réguler le cycle menstruel ou traiter un déficit en progestérone,Massage musculaire et articulaire,Pour améliorer la circulation veineuse,Pour réguler le cycle menstruel ou traiter un déficit en progestérone,Pour traiter les problèmes hormonaux (acné sévère et pilosité excessive),Spasmes digestifs ou gynécologiques
Comprimés,Comprimés,Utrogestan,"Le médicament ""Utrogestan"", composé de ""Progestérone"", est indiqué pour?",Pour réguler le cycle menstruel ou traiter un déficit en progestérone,"Divers états douloureux et inflammatoires tels que l'arthrose, les affections post-traumatiques ou musculo-squelettiques aiguës telles que tendinite, ténosynovite, périarthrite, entorse, foulure et lombalgie.",Pour traiter la prostate agrandie,Pour réguler le cycle menstruel ou traiter un déficit en progestérone,Pour soulager les brûlures et douleurs d'estomac,"Douleur articulaires, musculaire et tendineuses"
Comprimés,Comprimés,Avlocan,"Le médicament ""Avlocan"", composé de ""Propranolol"", est indiqué pour?",Pour baisser la tension artérielle et protéger le cœur,Pour baisser la tension artérielle et protéger le cœur,Pour soulager l'irritation nasale,"Confort digestif chez le nourrisson (ballonnements, renforcement immunitaire).","Inflammations aiguës (bursite, épicondylite)","Troubles légers du sommeil, irritabilité, nervosité."
Comprimés,Comprimés,Ranciphex,"Le médicament ""Ranciphex"", composé de ""Rabéprazole sodique"", est indiqué pour?",Pour soulager les brûlures d'estomac et les reflux,Pour renforcer les os,Pour aider à traiter l'asthme,Crème antiseptique,Pour soulager les brûlures d'estomac et les reflux,Soulagement des douleurs et réduction de l'inflammation (douleurs articulaires/musculaires).
Comprimés,Comprimés,Tiorfan,"Le médicament ""Tiorfan"", composé de ""Racécadotril"", est indiqué pour?",Pour réduire la diarrhée,Constipation chronique.,Pour renforcer les os et prévenir l'ostéoporose,"Brûlures d’estomac, reflux acide.",Régulation du transit intestinal (constipation légère).,Pour réduire la diarrhée
Comprimés,Comprimés,Altec,"Le médicament ""Altec"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,"Fatigue musculaire, stress.",Pour traiter une acné sévère,Pour baisser la tension artérielle,Douleurs articulaires ou musculaires,"Acné, poumons, infections génitales"
Comprimés,Comprimés,Corpril,"Le médicament ""Corpril"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,Pour baisser la tension artérielle,"Douleurs (maux de tête, douleurs dentaires) et fièvre (effet stimulant de la caféine).",Élimination de l'excès de liquide (réduction des œdèmes et de la rétention d'eau).,"Soulagement de la douleur et réduction de l'inflammation, notamment en cas d'arthrite.","Soulagement de la douleur modérée à sévère, sans utiliser d'opioïdes."
Comprimés,Comprimés,Genpress,"Le médicament ""Genpress"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,Pour soulager l'irritation nasale,Pour soulager les symptômes du rhume et de la grippe | Antihistaminique et antiallergique,Pour soulager la sécheresse et l'atrophie vaginale liée à la ménopause,Soins préventifs des mamelons pendant la grossesse et l'allaitement,Pour baisser la tension artérielle
Comprimés,Comprimés,Priril,"Le médicament ""Priril"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,Détente musculaire et réduction des spasmes douloureux.,Antiparasitaire (A frotter),Pour baisser la tension artérielle,Crème reparatrice,"Inflammation des muscles et des articulations, douleurs rhumatismales"
Comprimés,Comprimés,Ramipril Win,"Le médicament ""Ramipril Win"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,Hygiène du nez,Pour baisser la tension artérielle,Antiémetique,Pour soulager l'irritation nasale,Pour soulager les irritations de la bouche
Comprimés,Comprimés,Tecpril,"Le médicament ""Tecpril"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,Pour baisser la tension artérielle,"Confort Musculaire, Rafraichit apaise",Traitement des carences en vitamine B12.,Pour traiter les infections fongiques du vagin,Fer + vitamines
Comprimés,Comprimés,Tecram,"Le médicament ""Tecram"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,Traumatologie benigne en l'absence de plaies,Pour baisser la tension artérielle,Favorise l'élimination des gaz et facilite le transit intestinal,Pour prévenir le rejet d'organe (immunosuppresseur),Réduction de l'inflammation et soulagement des réactions allergiques.
Comprimés,Comprimés,Tensiotec,"Le médicament ""Tensiotec"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,Forte congestion | Nez - Sinus,Pour baisser la tension artérielle,Pour soulager le rhume,Pour soulager la douleur et la fièvre,Préparation intestinale avant un examen médical (usage ponctuel).
Comprimés,Comprimés,Triatec,"Le médicament ""Triatec"", composé de ""Ramipril"", est indiqué pour?",Pour baisser la tension artérielle,"Soulagement de la douleur et réduction de l'inflammation, notamment en cas d'arthrite.",Pour soulager la douleur et les spasmes musculaires,Gel chauffant et refroidissant. Muscle-articulation.,Crampes intestinales ou urinaires,Pour baisser la tension artérielle
Comprimés,Comprimés,Tritazide,"Le médicament ""Tritazide"", composé de ""Ramipril | Hydrochlorothiazide"", est indiqué pour?",Pour baisser la tension artérielle,Pour baisser la tension artérielle,"Fièvre, douleurs modérées (maux de dents)","Amélioration de la visibilité des organes lors d'examens d'imagerie (scanner, IRM, etc.).","Douleurs et inflammations (arthrite, migraines)",Brûlures d’estomac chroniques (sur avis médical).
Comprimés,Comprimés,Glynorm,"Le médicament ""Glynorm"", composé de ""Répaglinide"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,Pour contrôler le taux de sucre dans le sang,Douleurs articulaires ou musculaires,Antiémetique,Pour prévenir le mal d'altitude,"Peau, gorge, infections résistantes"
Comprimés,Comprimés,Polynorm,"Le médicament ""Polynorm"", composé de ""Répaglinide"", est indiqué pour?",Pour contrôler le taux de sucre dans le sang,Pour contrôler le taux de sucre dans le sang,Traitement des carences en fer et de l'anémie.,"Antibiotique, Infections de la peau dues à staphylocoque et streptocoque",Pour neutraliser l'excès d'acidité de l'estomac,Pour réduire le cholestérol
Comprimés,Comprimés,Digestine,"Le médicament ""Digestine"", composé de ""Résinate de métoclopramide"", est indiqué pour?",Pour soulager les nausées et faciliter la digestion,Douleurs menstruelles intenses,Pour améliorer la circulation sanguine,Pour soulager les allergies,Pour soulager les nausées et faciliter la digestion,Toux (Compliment allimentaire)
Comprimés,Comprimés,Noporose,"Le médicament ""Noporose"", composé de ""Risédronate monosodique"", est indiqué pour?",Pour renforcer les os et traiter l'ostéoporose,Hémorroïdes,Pour traiter la diarrhée,Pour renforcer les os et traiter l'ostéoporose,Troubles de la circulation veineuse et dans la crise hémorroïdaire,Pour réduire l'acide urique et traiter la goutte
Comprimés,Comprimés,Oxarol,"Le médicament ""Oxarol"", composé de ""Rivaroxaban"", est indiqué pour?",Pour prévenir la formation de caillots sanguins,Pour renforcer les os et traiter l'ostéoporose,Pour prévenir la formation de caillots sanguins,"Fatigue musculaire, stress.",Gel de massage soulageant.,Pour aider à traiter l'asthme
